날짜,종가,시가,고가,저가,거래량,변동 %,구분
2014-10-14,544.05,531.94,544.53,531.94,372.98K,1.82%,kosdaq
2014-10-15,545.51,546.95,549.60,542.49,395.04K,0.27%,kosdaq
2014-10-16,545.49,542.08,546.95,534.54,382.11K,0.00%,kosdaq
2014-10-17,547.70,549.70,553.57,543.64,395.42K,0.41%,kosdaq
2014-10-20,556.01,553.63,556.66,551.56,373.86K,1.52%,kosdaq
2014-10-21,557.54,558.64,559.27,555.16,417.47K,0.28%,kosdaq
2014-10-22,564.52,563.81,564.76,561.06,384.79K,1.25%,kosdaq
2014-10-23,564.31,565.69,568.63,561.30,375.66K,-0.04%,kosdaq
2014-10-24,560.66,568.33,568.33,560.49,386.96K,-0.65%,kosdaq
2014-10-27,559.92,562.93,563.26,558.29,356.43K,-0.13%,kosdaq
2014-10-28,562.29,561.91,562.71,560.69,363.05K,0.42%,kosdaq
2014-10-29,561.03,566.03,566.18,560.93,392.33K,-0.22%,kosdaq
2014-10-30,557.86,561.97,562.36,553.64,394.62K,-0.57%,kosdaq
2014-10-31,558.70,559.85,559.85,557.00,340.92K,0.15%,kosdaq
2014-11-03,552.47,559.71,559.90,552.34,369.06K,-1.12%,kosdaq
2014-11-04,542.16,554.63,556.02,540.36,410.44K,-1.87%,kosdaq
2014-11-05,540.27,541.72,545.30,540.09,357.47K,-0.35%,kosdaq
2014-11-06,531.81,541.57,542.70,530.42,347.41K,-1.57%,kosdaq
2014-11-07,539.90,532.87,539.91,532.24,341.54K,1.52%,kosdaq
2014-11-10,539.22,542.52,543.16,538.77,360.08K,-0.13%,kosdaq
2014-11-11,545.13,541.62,545.14,541.23,368.61K,1.10%,kosdaq
2014-11-12,546.46,547.98,547.98,546.16,393.83K,0.24%,kosdaq
2014-11-13,547.70,547.95,548.55,547.07,362.08K,0.23%,kosdaq
2014-11-14,541.93,549.00,549.00,541.87,381.12K,-1.05%,kosdaq
2014-11-17,531.18,543.28,543.35,531.16,343.51K,-1.98%,kosdaq
2014-11-18,536.20,532.42,536.22,532.42,344.74K,0.95%,kosdaq
2014-11-19,540.84,539.65,541.19,538.62,365.16K,0.87%,kosdaq
2014-11-20,539.93,541.99,542.81,539.14,375.32K,-0.17%,kosdaq
2014-11-21,543.98,542.32,543.98,540.95,390.54K,0.75%,kosdaq
2014-11-24,541.93,547.50,547.73,539.82,354.73K,-0.38%,kosdaq
2014-11-25,546.34,543.47,546.98,543.36,397.53K,0.81%,kosdaq
2014-11-26,547.34,547.85,548.10,546.58,367.26K,0.18%,kosdaq
2014-11-27,545.97,548.46,549.32,545.46,338.40K,-0.25%,kosdaq
2014-11-28,545.08,547.29,548.01,544.51,354.88K,-0.16%,kosdaq
2014-12-01,539.45,545.08,545.23,539.13,368.38K,-1.03%,kosdaq
2014-12-02,541.53,538.99,541.55,537.53,359.76K,0.39%,kosdaq
2014-12-03,545.02,543.24,546.00,542.64,428.02K,0.64%,kosdaq
2014-12-04,548.16,548.18,549.46,547.20,394.09K,0.58%,kosdaq
2014-12-05,550.85,549.92,550.92,549.27,480.23K,0.49%,kosdaq
2014-12-08,551.40,553.11,553.11,551.19,432.78K,0.10%,kosdaq
2014-12-09,546.57,551.73,552.38,546.57,513.20K,-0.88%,kosdaq
2014-12-10,541.96,547.79,548.21,540.42,452.66K,-0.84%,kosdaq
2014-12-11,537.21,540.30,542.60,536.32,477.01K,-0.88%,kosdaq
2014-12-12,533.67,539.69,540.13,530.83,596.59K,-0.66%,kosdaq
2014-12-15,538.09,530.58,538.92,530.10,424.15K,0.83%,kosdaq
2014-12-16,534.15,538.10,539.39,533.24,460.17K,-0.73%,kosdaq
2014-12-17,533.06,536.83,537.17,532.68,456.09K,-0.20%,kosdaq
2014-12-18,527.52,536.40,536.63,520.93,515.79K,-1.04%,kosdaq
2014-12-19,535.51,532.05,535.99,530.96,390.48K,1.51%,kosdaq
2014-12-22,536.78,537.89,538.78,535.12,429.66K,0.24%,kosdaq
2014-12-23,534.65,538.95,539.13,534.55,417.42K,-0.40%,kosdaq
2014-12-24,536.89,536.35,538.02,535.78,463.60K,0.42%,kosdaq
2014-12-26,535.17,538.77,539.24,535.17,506.93K,-0.32%,kosdaq
2014-12-29,539.22,537.13,540.03,536.99,384.93K,0.76%,kosdaq
2014-12-30,542.97,540.58,543.08,540.28,388.71K,0.70%,kosdaq
2015-01-02,553.73,546.01,553.78,546.01,364.06K,1.98%,kosdaq
2015-01-05,561.25,556.45,561.25,554.07,427.45K,1.36%,kosdaq
2015-01-06,558.90,557.31,562.10,556.39,487.56K,-0.42%,kosdaq
2015-01-07,561.32,559.91,561.95,557.56,494.45K,0.43%,kosdaq
2015-01-08,566.43,565.19,567.21,563.63,468.82K,0.91%,kosdaq
2015-01-09,572.99,570.79,573.36,569.62,438.64K,1.16%,kosdaq
2015-01-12,574.76,574.43,575.57,572.27,453.31K,0.31%,kosdaq
2015-01-13,571.00,576.05,577.85,570.30,553.18K,-0.65%,kosdaq
2015-01-14,574.17,573.30,574.70,571.66,433.17K,0.56%,kosdaq
2015-01-15,581.39,575.25,581.39,575.06,447.94K,1.26%,kosdaq
2015-01-16,577.41,582.31,582.49,575.70,429.67K,-0.68%,kosdaq
2015-01-19,577.94,583.59,583.59,577.94,441.09K,0.09%,kosdaq
2015-01-20,582.27,580.14,582.28,576.20,486.16K,0.75%,kosdaq
2015-01-21,584.34,584.34,586.04,583.64,538.20K,0.36%,kosdaq
2015-01-22,578.42,587.17,587.42,572.68,647.45K,-1.01%,kosdaq
2015-01-23,589.31,582.77,589.31,580.78,506.74K,1.88%,kosdaq
2015-01-26,590.34,591.20,591.82,589.00,534.75K,0.17%,kosdaq
2015-01-27,587.84,593.19,593.23,587.70,530.98K,-0.42%,kosdaq
2015-01-28,594.39,587.77,594.40,587.00,470.18K,1.11%,kosdaq
2015-01-29,593.12,594.74,595.42,592.66,467.50K,-0.21%,kosdaq
2015-01-30,591.58,596.94,597.28,588.97,452.07K,-0.26%,kosdaq
2015-02-02,590.27,591.75,591.75,586.87,422.47K,-0.22%,kosdaq
2015-02-03,593.31,592.35,593.56,587.34,501.51K,0.52%,kosdaq
2015-02-04,598.23,596.53,598.53,595.90,505.36K,0.83%,kosdaq
2015-02-05,600.81,600.87,600.88,598.14,554.18K,0.43%,kosdaq
2015-02-06,604.13,605.86,606.13,603.93,515.66K,0.55%,kosdaq
2015-02-09,593.75,605.88,605.88,592.69,519.77K,-1.72%,kosdaq
2015-02-10,592.95,593.91,595.14,585.35,553.76K,-0.13%,kosdaq
2015-02-11,601.41,595.97,602.25,595.97,499.70K,1.43%,kosdaq
2015-02-12,602.24,604.69,604.69,600.02,516.79K,0.14%,kosdaq
2015-02-13,608.07,604.76,608.45,603.94,507.03K,0.97%,kosdaq
2015-02-16,610.16,610.59,613.72,609.29,451.94K,0.34%,kosdaq
2015-02-17,609.10,611.92,611.92,606.46,440.24K,-0.17%,kosdaq
2015-02-23,615.52,613.37,616.35,611.98,426.30K,1.05%,kosdaq
2015-02-24,621.31,616.66,621.73,616.27,472.89K,0.94%,kosdaq
2015-02-25,616.57,625.12,625.26,616.57,479.93K,-0.76%,kosdaq
2015-02-26,617.08,618.06,618.37,615.02,487.15K,0.08%,kosdaq
2015-02-27,624.56,620.65,625.20,620.06,503.34K,1.21%,kosdaq
2015-03-02,621.81,627.61,628.03,621.75,507.11K,-0.44%,kosdaq
2015-03-03,625.64,625.53,626.24,624.29,502.38K,0.62%,kosdaq
2015-03-04,630.35,627.27,631.32,627.09,528.48K,0.75%,kosdaq
2015-03-05,631.43,633.07,633.58,629.41,485.60K,0.17%,kosdaq
2015-03-06,635.84,634.52,635.87,632.50,551.63K,0.70%,kosdaq
2015-03-09,629.26,636.83,636.83,628.83,503.30K,-1.03%,kosdaq
2015-03-10,621.99,632.54,633.52,617.89,571.07K,-1.16%,kosdaq
2015-03-11,619.61,617.52,623.24,616.43,470.06K,-0.38%,kosdaq
2015-03-12,628.15,622.55,628.29,621.47,490.44K,1.38%,kosdaq
2015-03-13,634.25,631.74,634.97,631.50,530.72K,0.97%,kosdaq
2015-03-16,635.40,636.47,636.69,633.86,556.63K,0.18%,kosdaq
2015-03-17,636.05,638.92,639.00,634.55,524.05K,0.10%,kosdaq
2015-03-18,628.99,638.41,639.70,628.94,556.58K,-1.11%,kosdaq
2015-03-19,631.81,633.56,633.64,620.52,559.03K,0.45%,kosdaq
2015-03-20,640.08,633.69,640.09,632.57,578.70K,1.31%,kosdaq
2015-03-23,640.29,643.55,644.01,640.29,530.15K,0.03%,kosdaq
2015-03-24,641.87,640.50,642.43,638.46,525.79K,0.25%,kosdaq
2015-03-25,651.05,644.69,651.06,644.69,534.69K,1.43%,kosdaq
2015-03-26,642.53,647.17,649.62,640.56,551.81K,-1.31%,kosdaq
2015-03-27,640.12,645.93,646.43,637.71,592.41K,-0.38%,kosdaq
2015-03-30,646.74,643.40,646.78,641.47,467.26K,1.03%,kosdaq
2015-03-31,650.49,650.75,650.75,647.38,524.55K,0.58%,kosdaq
2015-04-01,650.23,650.27,651.40,645.63,513.25K,-0.04%,kosdaq
2015-04-02,650.57,653.41,654.85,649.23,629.85K,0.05%,kosdaq
2015-04-03,658.04,653.46,658.05,652.59,528.69K,1.15%,kosdaq
2015-04-06,662.15,660.85,662.59,658.99,523.55K,0.62%,kosdaq
2015-04-07,666.83,667.62,667.94,664.64,550.04K,0.71%,kosdaq
2015-04-08,668.03,669.37,669.37,662.57,560.68K,0.18%,kosdaq
2015-04-09,676.96,671.60,677.99,670.83,595.12K,1.34%,kosdaq
2015-04-10,682.02,684.24,685.66,682.02,602.41K,0.75%,kosdaq
2015-04-13,689.39,688.17,689.54,682.72,709.28K,1.08%,kosdaq
2015-04-14,684.97,691.82,694.90,680.53,829.00K,-0.64%,kosdaq
2015-04-15,694.44,689.66,694.96,688.69,619.76K,1.38%,kosdaq
2015-04-16,698.31,699.32,699.32,692.27,698.72K,0.56%,kosdaq
2015-04-17,706.90,703.45,708.23,700.18,685.55K,1.23%,kosdaq
2015-04-20,706.96,700.80,707.52,700.48,667.42K,0.01%,kosdaq
2015-04-21,714.52,712.89,714.74,709.88,747.05K,1.07%,kosdaq
2015-04-22,703.34,718.89,720.56,675.95,1.09M,-1.56%,kosdaq
2015-04-23,692.48,707.82,708.06,685.99,705.40K,-1.54%,kosdaq
2015-04-24,690.74,695.12,697.16,681.04,610.91K,-0.25%,kosdaq
2015-04-27,699.39,693.79,699.55,692.84,516.10K,1.25%,kosdaq
2015-04-28,696.79,701.36,701.57,694.30,600.31K,-0.37%,kosdaq
2015-04-29,695.69,699.51,699.66,689.09,558.80K,-0.16%,kosdaq
2015-04-30,689.01,696.31,696.31,685.15,584.95K,-0.96%,kosdaq
2015-05-04,677.90,690.77,690.84,676.42,440.51K,-1.61%,kosdaq
2015-05-06,665.94,672.95,674.22,661.82,486.12K,-1.76%,kosdaq
2015-05-07,673.08,667.01,673.12,654.01,473.77K,1.07%,kosdaq
2015-05-08,681.69,675.83,684.38,674.64,439.12K,1.28%,kosdaq
2015-05-11,692.29,687.81,692.32,685.61,433.53K,1.55%,kosdaq
2015-05-12,686.74,694.80,697.99,685.89,546.37K,-0.80%,kosdaq
2015-05-13,692.23,687.75,693.30,681.30,522.08K,0.80%,kosdaq
2015-05-14,699.27,695.11,699.34,693.43,529.66K,1.02%,kosdaq
2015-05-15,705.40,705.15,708.08,702.79,517.46K,0.88%,kosdaq
2015-05-18,703.25,707.73,707.73,700.18,599.82K,-0.30%,kosdaq
2015-05-19,706.79,707.26,707.35,704.62,530.78K,0.50%,kosdaq
2015-05-20,713.95,709.71,714.09,709.68,601.74K,1.01%,kosdaq
2015-05-21,715.64,718.98,719.27,708.55,522.48K,0.24%,kosdaq
2015-05-22,713.54,718.99,719.02,711.58,546.90K,-0.29%,kosdaq
2015-05-26,708.66,715.91,715.91,705.00,457.37K,-0.68%,kosdaq
2015-05-27,699.19,705.70,705.70,696.08,475.87K,-1.34%,kosdaq
2015-05-28,709.01,706.47,711.21,704.62,484.57K,1.40%,kosdaq
2015-05-29,711.39,710.62,717.20,710.50,549.34K,0.34%,kosdaq
2015-06-01,715.73,714.09,715.91,700.90,578.47K,0.61%,kosdaq
2015-06-02,704.77,718.00,718.58,704.77,611.09K,-1.53%,kosdaq
2015-06-03,696.97,703.50,710.97,693.27,693.09K,-1.11%,kosdaq
2015-06-04,704.56,702.13,704.57,700.61,580.14K,1.09%,kosdaq
2015-06-05,707.27,701.28,708.23,700.91,557.63K,0.38%,kosdaq
2015-06-08,716.43,711.36,716.61,708.36,496.43K,1.30%,kosdaq
2015-06-09,722.51,718.32,722.52,718.10,506.65K,0.85%,kosdaq
2015-06-10,718.23,726.63,727.34,713.07,563.29K,-0.59%,kosdaq
2015-06-11,717.00,724.38,724.57,716.45,505.74K,-0.17%,kosdaq
2015-06-12,712.40,720.09,722.40,708.23,480.03K,-0.64%,kosdaq
2015-06-15,705.85,709.71,714.92,704.95,413.21K,-0.92%,kosdaq
2015-06-16,706.28,706.84,708.73,690.80,519.26K,0.06%,kosdaq
2015-06-17,718.61,710.54,718.63,705.62,476.37K,1.75%,kosdaq
2015-06-18,725.20,724.43,726.84,722.60,547.64K,0.92%,kosdaq
2015-06-19,729.92,730.92,731.06,723.07,540.72K,0.65%,kosdaq
2015-06-22,734.61,735.12,736.42,731.46,527.63K,0.64%,kosdaq
2015-06-23,739.82,740.57,740.87,735.95,547.80K,0.71%,kosdaq
2015-06-24,746.62,743.17,747.08,740.65,507.12K,0.92%,kosdaq
2015-06-25,753.66,747.71,753.99,746.23,540.15K,0.94%,kosdaq
2015-06-26,750.50,756.46,757.98,750.48,605.50K,-0.42%,kosdaq
2015-06-29,733.04,733.07,746.62,731.84,477.32K,-2.33%,kosdaq
2015-06-30,742.27,730.29,742.34,714.51,463.29K,1.26%,kosdaq
2015-07-01,760.67,747.48,760.76,747.48,561.49K,2.48%,kosdaq
2015-07-02,768.67,766.58,769.76,764.97,716.91K,1.05%,kosdaq
2015-07-03,769.26,772.67,772.72,762.23,671.94K,0.08%,kosdaq
2015-07-06,752.01,758.00,769.33,752.01,640.84K,-2.24%,kosdaq
2015-07-07,729.64,765.12,765.39,722.21,761.13K,-2.97%,kosdaq
2015-07-08,726.22,735.46,738.23,714.86,648.95K,-0.47%,kosdaq
2015-07-09,726.01,715.76,726.43,695.94,654.83K,-0.03%,kosdaq
2015-07-10,730.72,734.16,739.10,725.40,549.06K,0.65%,kosdaq
2015-07-13,749.46,732.78,749.53,731.91,552.73K,2.56%,kosdaq
2015-07-14,757.12,757.72,758.19,750.91,593.43K,1.02%,kosdaq
2015-07-15,761.59,761.73,762.80,757.71,679.88K,0.59%,kosdaq
2015-07-16,774.40,764.16,774.40,760.22,693.89K,1.68%,kosdaq
2015-07-17,773.23,780.27,780.27,768.73,774.05K,-0.15%,kosdaq
2015-07-20,782.64,778.19,782.64,776.41,667.85K,1.22%,kosdaq
2015-07-21,781.99,787.52,788.13,774.68,761.52K,-0.08%,kosdaq
2015-07-22,776.57,780.39,784.58,776.28,700.61K,-0.69%,kosdaq
2015-07-23,776.99,781.21,782.30,773.60,882.45K,0.05%,kosdaq
2015-07-24,776.26,778.54,779.10,773.64,645.18K,-0.09%,kosdaq
2015-07-27,751.04,773.37,773.37,751.04,600.69K,-3.25%,kosdaq
2015-07-28,745.24,738.87,747.07,722.83,609.63K,-0.77%,kosdaq
2015-07-29,730.47,751.92,755.23,730.47,734.57K,-1.98%,kosdaq
2015-07-30,712.86,736.97,739.66,711.11,568.76K,-2.41%,kosdaq
2015-07-31,725.06,713.87,725.06,703.56,512.09K,1.71%,kosdaq
2015-08-03,714.34,728.03,732.24,714.34,422.13K,-1.48%,kosdaq
2015-08-04,730.03,712.78,730.06,711.59,422.64K,2.20%,kosdaq
2015-08-05,741.26,733.00,741.54,732.30,418.28K,1.54%,kosdaq
2015-08-06,747.74,747.19,750.75,745.16,448.62K,0.87%,kosdaq
2015-08-07,751.49,743.82,751.74,741.72,443.83K,0.50%,kosdaq
2015-08-10,746.34,754.60,754.60,742.76,432.20K,-0.69%,kosdaq
2015-08-11,732.26,752.72,753.13,732.26,622.19K,-1.89%,kosdaq
2015-08-12,717.20,730.24,731.72,692.54,583.15K,-2.06%,kosdaq
2015-08-13,731.36,716.61,731.95,711.54,496.88K,1.97%,kosdaq
2015-08-17,722.01,733.97,734.90,722.01,446.18K,-1.28%,kosdaq
2015-08-18,699.80,725.68,726.46,698.24,596.75K,-3.08%,kosdaq
2015-08-19,670.55,692.31,693.48,652.12,572.09K,-4.18%,kosdaq
2015-08-20,656.71,664.84,678.89,656.71,439.89K,-2.06%,kosdaq
2015-08-21,627.05,625.56,637.87,615.10,615.38K,-4.52%,kosdaq
2015-08-24,613.33,624.09,640.67,610.12,514.96K,-2.19%,kosdaq
2015-08-25,645.43,625.61,646.79,612.35,518.70K,5.23%,kosdaq
2015-08-26,667.44,646.47,667.44,645.50,546.18K,3.41%,kosdaq
2015-08-27,673.71,677.89,683.46,670.24,471.36K,0.94%,kosdaq
2015-08-28,687.96,685.44,689.04,685.40,433.70K,2.12%,kosdaq
2015-08-31,687.11,689.90,689.90,682.14,389.84K,-0.12%,kosdaq
2015-09-01,672.94,686.47,691.67,672.94,456.69K,-2.06%,kosdaq
2015-09-02,678.02,659.60,678.16,657.67,486.68K,0.75%,kosdaq
2015-09-03,678.25,687.60,688.56,677.34,553.11K,0.03%,kosdaq
2015-09-04,650.45,682.30,683.56,647.78,607.44K,-4.10%,kosdaq
2015-09-07,648.80,650.87,658.90,641.21,393.77K,-0.25%,kosdaq
2015-09-08,638.22,652.08,655.15,632.20,479.05K,-1.63%,kosdaq
2015-09-09,660.67,651.52,660.67,651.39,450.74K,3.52%,kosdaq
2015-09-10,668.29,655.13,668.48,653.26,498.65K,1.15%,kosdaq
2015-09-11,669.87,669.98,672.12,665.17,557.38K,0.24%,kosdaq
2015-09-14,662.88,674.45,674.95,659.19,444.21K,-1.04%,kosdaq
2015-09-15,666.75,664.56,667.18,661.88,888.77K,0.58%,kosdaq
2015-09-16,676.48,673.32,676.63,671.79,968.86K,1.46%,kosdaq
2015-09-17,671.05,681.66,681.66,670.62,739.99K,-0.80%,kosdaq
2015-09-18,690.18,678.25,690.20,677.93,728.11K,2.85%,kosdaq
2015-09-21,688.90,685.35,689.22,683.42,717.57K,-0.19%,kosdaq
2015-09-22,693.67,691.46,694.09,689.05,930.97K,0.69%,kosdaq
2015-09-23,680.28,688.52,692.07,680.28,1.03M,-1.93%,kosdaq
2015-09-24,683.88,686.10,687.23,682.62,869.03K,0.53%,kosdaq
2015-09-25,682.70,685.47,685.80,676.84,636.05K,-0.17%,kosdaq
2015-09-30,678.48,673.43,678.50,668.58,814.90K,-0.62%,kosdaq
2015-10-01,684.79,685.89,686.68,684.12,832.24K,0.93%,kosdaq
2015-10-02,686.42,688.04,688.83,685.11,694.06K,0.24%,kosdaq
2015-10-05,691.19,693.54,694.49,691.19,654.21K,0.69%,kosdaq
2015-10-06,689.06,697.17,697.17,688.53,843.01K,-0.31%,kosdaq
2015-10-07,679.83,690.29,690.35,678.88,791.09K,-1.34%,kosdaq
2015-10-08,674.97,684.47,685.29,670.30,686.11K,-0.71%,kosdaq
2015-10-12,672.96,677.45,677.58,672.57,508.02K,-0.30%,kosdaq
2015-10-13,672.82,674.39,676.74,669.52,735.53K,-0.02%,kosdaq
2015-10-14,668.92,673.16,673.43,668.03,690.44K,-0.58%,kosdaq
2015-10-15,676.05,669.54,676.06,669.35,744.04K,1.07%,kosdaq
2015-10-16,681.73,681.01,683.37,680.73,764.46K,0.84%,kosdaq
2015-10-19,684.29,685.20,685.34,682.48,920.64K,0.38%,kosdaq
2015-10-20,691.21,685.75,691.21,684.61,779.90K,1.01%,kosdaq
2015-10-21,686.50,692.77,693.06,686.50,949.55K,-0.68%,kosdaq
2015-10-22,676.30,686.01,686.02,675.69,934.83K,-1.49%,kosdaq
2015-10-23,681.97,682.75,683.49,680.61,1.04M,0.84%,kosdaq
2015-10-26,690.73,687.01,690.85,685.88,722.33K,1.28%,kosdaq
2015-10-27,688.32,691.80,693.00,687.68,653.26K,-0.35%,kosdaq
2015-10-28,693.53,689.90,693.95,686.96,711.51K,0.76%,kosdaq
2015-10-29,690.63,696.27,696.47,689.72,818.16K,-0.42%,kosdaq
2015-10-30,683.63,691.26,692.42,681.72,757.47K,-1.01%,kosdaq
2015-11-02,680.01,683.54,684.94,679.85,668.40K,-0.53%,kosdaq
2015-11-03,682.13,684.28,685.31,678.45,728.40K,0.31%,kosdaq
2015-11-04,686.18,683.98,686.18,680.54,783.69K,0.59%,kosdaq
2015-11-05,694.43,688.27,694.43,687.90,765.54K,1.20%,kosdaq
2015-11-06,694.21,697.56,698.39,692.23,771.77K,-0.03%,kosdaq
2015-11-09,671.84,694.06,694.06,670.66,715.40K,-3.22%,kosdaq
2015-11-10,656.70,667.14,667.25,650.56,680.03K,-2.25%,kosdaq
2015-11-11,667.21,657.66,667.45,657.66,634.89K,1.60%,kosdaq
2015-11-12,672.99,670.60,674.83,670.60,618.86K,0.87%,kosdaq
2015-11-13,670.52,667.58,670.76,664.67,763.41K,-0.37%,kosdaq
2015-11-16,659.20,659.40,665.27,656.97,634.99K,-1.69%,kosdaq
2015-11-17,672.17,666.90,672.40,666.81,753.63K,1.97%,kosdaq
2015-11-18,670.67,673.87,676.70,670.67,992.77K,-0.22%,kosdaq
2015-11-19,680.57,678.97,680.57,675.51,856.88K,1.48%,kosdaq
2015-11-20,685.16,681.98,685.67,680.87,861.69K,0.67%,kosdaq
2015-11-23,688.29,688.24,689.11,686.24,669.72K,0.46%,kosdaq
2015-11-24,687.86,688.94,689.57,686.69,823.48K,-0.06%,kosdaq
2015-11-25,688.78,689.41,690.25,687.50,864.20K,0.13%,kosdaq
2015-11-26,693.42,691.67,694.38,691.57,786.56K,0.67%,kosdaq
2015-11-27,694.21,696.89,698.18,692.73,769.69K,0.11%,kosdaq
2015-11-30,688.38,695.69,695.81,683.52,638.85K,-0.84%,kosdaq
2015-12-01,691.95,690.49,692.11,687.97,668.62K,0.52%,kosdaq
2015-12-02,690.32,694.78,695.20,690.32,786.53K,-0.24%,kosdaq
2015-12-03,690.77,688.52,690.97,683.79,770.23K,0.07%,kosdaq
2015-12-04,685.77,683.47,688.95,683.14,776.61K,-0.72%,kosdaq
2015-12-07,683.34,691.35,691.48,683.34,695.48K,-0.35%,kosdaq
2015-12-08,668.42,682.73,683.62,666.31,717.57K,-2.18%,kosdaq
2015-12-09,664.08,668.17,671.26,664.08,854.06K,-0.65%,kosdaq
2015-12-10,658.08,663.69,666.34,652.06,993.27K,-0.90%,kosdaq
2015-12-11,653.48,660.87,661.99,651.35,811.87K,-0.70%,kosdaq
2015-12-14,630.37,642.98,642.98,630.37,628.07K,-3.54%,kosdaq
2015-12-15,639.78,634.40,640.24,633.32,605.00K,1.49%,kosdaq
2015-12-16,647.27,646.75,650.55,646.45,652.61K,1.17%,kosdaq
2015-12-17,658.11,653.92,658.15,649.44,623.23K,1.67%,kosdaq
2015-12-18,667.45,654.36,667.45,652.98,592.66K,1.42%,kosdaq
2015-12-21,668.65,665.62,669.25,665.53,540.20K,0.18%,kosdaq
2015-12-22,663.42,671.39,671.39,661.52,695.15K,-0.78%,kosdaq
2015-12-23,659.60,665.89,665.89,659.58,778.69K,-0.58%,kosdaq
2015-12-24,656.53,662.83,663.17,656.53,671.33K,-0.47%,kosdaq
2015-12-28,652.05,657.57,658.25,651.63,596.02K,-0.68%,kosdaq
2015-12-29,673.22,656.82,673.23,656.82,558.69K,3.25%,kosdaq
2015-12-30,682.35,677.08,683.34,674.87,512.43K,1.36%,kosdaq
2016-01-04,677.79,686.41,691.56,677.79,502.71K,-0.67%,kosdaq
2016-01-05,684.07,670.45,684.07,670.44,741.69K,0.93%,kosdaq
2016-01-06,687.27,687.00,689.11,675.48,747.61K,0.47%,kosdaq
2016-01-07,679.66,687.50,690.65,675.01,692.15K,-1.11%,kosdaq
2016-01-08,682.56,668.03,682.56,662.28,710.75K,0.43%,kosdaq
2016-01-11,674.96,681.62,685.64,674.10,586.44K,-1.11%,kosdaq
2016-01-12,671.30,679.10,682.26,671.23,575.16K,-0.54%,kosdaq
2016-01-13,686.03,677.35,686.03,677.35,729.67K,2.19%,kosdaq
2016-01-14,683.19,675.86,683.49,674.29,561.17K,-0.41%,kosdaq
2016-01-15,678.43,693.07,693.55,676.53,595.83K,-0.70%,kosdaq
2016-01-18,683.63,671.96,683.87,671.96,542.38K,0.77%,kosdaq
2016-01-19,681.25,683.22,685.20,674.93,605.47K,-0.35%,kosdaq
2016-01-20,669.68,684.69,685.62,659.72,752.78K,-1.70%,kosdaq
2016-01-21,665.84,671.37,673.84,661.23,578.09K,-0.57%,kosdaq
2016-01-22,670.95,672.13,673.72,662.81,552.17K,0.77%,kosdaq
2016-01-25,681.43,677.14,681.85,675.24,463.15K,1.56%,kosdaq
2016-01-26,678.85,679.10,682.40,677.29,526.89K,-0.38%,kosdaq
2016-01-27,675.25,683.75,684.84,673.21,636.70K,-0.53%,kosdaq
2016-01-28,681.29,675.56,681.52,672.66,601.86K,0.89%,kosdaq
2016-01-29,682.80,683.76,683.76,677.07,579.44K,0.22%,kosdaq
2016-02-01,685.55,687.65,688.15,681.90,450.23K,0.40%,kosdaq
2016-02-02,684.86,685.68,686.97,683.14,553.70K,-0.10%,kosdaq
2016-02-03,680.94,681.95,684.16,676.74,488.89K,-0.57%,kosdaq
2016-02-04,683.62,683.57,684.71,678.47,536.98K,0.39%,kosdaq
2016-02-05,681.31,683.43,684.43,680.20,511.58K,-0.34%,kosdaq
2016-02-11,647.69,665.70,666.99,647.68,526.06K,-4.93%,kosdaq
2016-02-12,608.45,639.33,640.93,594.75,731.13K,-6.06%,kosdaq
2016-02-15,621.37,617.06,621.73,609.31,544.90K,2.12%,kosdaq
2016-02-16,634.95,626.85,635.99,626.85,493.95K,2.19%,kosdaq
2016-02-17,623.49,637.25,638.97,623.13,520.29K,-1.80%,kosdaq
2016-02-18,638.43,633.44,638.43,633.29,492.30K,2.40%,kosdaq
2016-02-19,644.56,638.80,645.02,637.12,445.69K,0.96%,kosdaq
2016-02-22,650.14,646.35,651.13,644.15,527.93K,0.87%,kosdaq
2016-02-23,642.31,655.08,655.22,641.56,686.74K,-1.20%,kosdaq
2016-02-24,643.98,640.75,647.39,639.54,583.84K,0.26%,kosdaq
2016-02-25,646.27,648.58,650.58,644.06,570.05K,0.36%,kosdaq
2016-02-26,649.30,649.33,651.09,647.03,459.52K,0.47%,kosdaq
2016-02-29,651.62,652.26,652.87,648.07,575.18K,0.36%,kosdaq
2016-03-02,662.25,658.95,662.31,658.64,518.36K,1.63%,kosdaq
2016-03-03,669.01,664.94,669.10,660.79,543.36K,1.02%,kosdaq
2016-03-04,673.84,670.44,674.69,668.99,531.82K,0.72%,kosdaq
2016-03-07,672.21,677.31,678.95,671.34,546.25K,-0.24%,kosdaq
2016-03-08,674.32,675.07,677.06,666.30,554.62K,0.31%,kosdaq
2016-03-09,679.64,673.93,680.53,673.62,452.10K,0.79%,kosdaq
2016-03-10,687.60,682.30,687.60,682.30,534.80K,1.17%,kosdaq
2016-03-11,689.17,686.33,689.52,686.09,506.07K,0.23%,kosdaq
2016-03-14,691.05,693.06,696.11,691.05,475.20K,0.27%,kosdaq
2016-03-15,693.34,692.78,697.91,692.61,571.46K,0.33%,kosdaq
2016-03-16,693.44,694.45,699.71,691.99,594.12K,0.01%,kosdaq
2016-03-17,691.49,698.77,699.76,691.32,632.36K,-0.28%,kosdaq
2016-03-18,695.02,694.86,695.59,692.42,699.04K,0.51%,kosdaq
